tokens,labels
"['Cineasten', 'schauen', 'sich', 'sehr', 'gerne', 'Sneak', 'Preview', 'Filme', 'an.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Weil', 'es', 'meistens', 'keine', 'Hollywood-Filme', 'sind.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'weil', 'Sneak', 'Preview', 'Filme', 'erst', 'später', 'in', 'die', 'Kinos', 'kommen.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Beim', 'Sneak', 'Preview', 'ist', 'man', 'der', 'erste', 'der', 'den', 'Film', 'sieht.']","[1, 1, 1, 1, 1, 0, 1, 2, 0, 2, 2]"
"['Ein', 'Sneak', 'Preview', 'ist', 'ein', 'Überraschungs-film.']","[0, 0, 0, 0, 0, 0]"
"['Bei', 'einem', 'Sneak', 'Preview', 'weiss', 'man', 'vorher', 'nicht', 'was', 'für', 'ein', 'Film', 'man', 'anschaut.']","[1, 0, 1, 1, 1, 1, 1, 1, 2, 2, 0, 2, 2, 2]"
"['Das', 'ist', 'Französisch', 'und', 'heißt:', 'Stock.']","[0, 1, 1, 0, 2, 2]"
"['Der', 'Spieler', 'zielen', 'mit', 'der', 'Stock-Spitze', 'auf', 'eine', 'Kugel.']","[0, 0, 0, 1, 0, 1, 2, 0, 2]"
"['Dann', 'stoßen', 'sie', 'zu,', '\\newline', 'als', 'wollten', 'sie', 'die', 'Kugel', 'aufspießen.']","[1, 1, 1, 1, 0, 2, 2, 2, 0, 2, 2]"
"['Es', 'gibt', '7', 'verschiedene', 'Kugeln.']","[0, 0, 0, 0, 0]"
"['Jede', 'Kugel', 'hat', 'eine', 'andere', 'Farbe.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'es', 'gibt', 'verschiedene', 'Punkte,', '\\newline', 'wenn', 'die', 'Kugel', 'in', 'das', 'Loch', 'gespielt', 'wird.']","[0, 1, 1, 1, 1, 0, 2, 0, 2, 3, 0, 3, 2, 2]"
"['Das', 'heißt,', '\\newline', 'erst', 'muss', 'man', 'eine', 'rote', 'Kugel', 'ins', 'Loch', 'spielen,', '\\newline', 'dann', 'eine', 'schwarze.']","[0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 2, 0, 2]"
"['Snooker', 'ist', 'eine', 'Sport-Art.']","[0, 0, 0, 0]"
"['Der', 'Social', 'Bot', 'verhält', 'sich', 'wie', 'ein', 'Mensch.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Alle', 'sollen', 'glauben,', '\\newline', 'der', 'Social', 'Bot', 'ist', 'ein', 'Mensch.']","[1, 1, 1, 0, 0, 2, 2, 2, 0, 2]"
"['Jemand', 'hat', 'ihn', 'so', 'programmiert.']","[0, 0, 0, 0, 0]"
"['Den', 'Social', 'Bot', 'gibt', 'es', 'in', 'Sozialen', 'Netz-werken.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Social', 'Bot', 'erkennt', 'bestimmte', 'Wörter.']","[0, 0, 0, 0, 0, 0]"
"['Liest', 'er', 'das', 'Wort,', '\\newline', 'antwortet', 'er', 'automatisch.']","[1, 1, 0, 1, 0, 2, 2, 2]"
"['Der', 'Social', 'Bot', 'macht', 'Werbung.']","[0, 0, 0, 0, 0]"
"['Es', 'gibt', 'auch', 'noch', 'andere', 'Bots.']","[0, 0, 0, 0, 0, 0]"
"['Sie', 'haben', 'andere', 'Aufgaben.']","[0, 0, 0, 0]"
"['Ein', 'Social', 'Bot', 'ist', 'ein', 'Computer-programm.']","[0, 0, 0, 0, 0, 0]"
"['Den', 'Social', 'Bot', 'gibt', 'es', 'in', 'Sozialen', 'Netz-werken.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Social', 'Bot', 'sagt:', 'Ich', 'bin', 'ein', 'Mensch.']","[0, 1, 1, 1, 2, 2, 0, 2]"
"['Social', 'Media', 'sind', 'Digitale', 'Medien.']","[0, 0, 0, 0, 0]"
"['Damit', 'kann', 'man', 'etwas', 'alleine', 'machen.']","[0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel', 'eine', 'Bewertung', 'über', 'ein', 'Restaurant', 'schreiben.']","[0, 0, 0, 1, 2, 0, 2, 1]"
"['Oder', 'man', 'kann', 'etwas', 'gemeinsam', 'machen.']","[0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel', 'in', 'einem', 'sozialen', 'Netzwerk', 'Bilder', 'zeigen.']","[0, 0, 1, 0, 1, 1, 2, 2]"
"['Mit', 'Social', 'Media', 'kann', 'man', 'Wissen', 'und', 'Informationen', 'teilen.']","[0, 0, 0, 0, 0, 1, 0, 2, 0]"
"['Das', 'kann', 'jeder', 'machen.']","[0, 0, 0, 0]"
"['Man', 'kann', 'sich', 'mit', 'anderen', 'Social', 'Media', 'Benutzer', 'austauschen.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Man', 'kann', 'Meinungen,', 'Eindrücken', 'und', 'Erfahrungen', 'austauschen.']","[0, 0, 1, 2, 0, 3, 0]"
"['Und', 'man', 'kann', 'Texte,', 'Bilder,', 'Audio', 'oder', 'Video', 'weitergeben.']","[0, 0, 0, 1, 2, 3, 0, 4, 0]"
"['Es', 'gibt', 'viele', 'Social', 'Media', 'Angebote.']","[0, 0, 0, 0, 0, 0]"
"['Social', 'Media', 'sind', 'Angebote', 'im', 'Internet.']","[0, 0, 0, 0, 0, 0]"
"['Mit', 'Social', 'Media', 'kann', 'man', 'sich', 'austauschen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Und', 'man', 'kann', 'gemeinsam', 'mit', 'anderen', 'Benutzer', 'Sachen', 'machen.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel', 'gemeinsam', 'auf', 'einer', 'Internet-seite', 'schreiben.']","[0, 0, 0, 0, 0, 0, 0]"
"['Oder', 'gemeinsam', 'eine', 'Demonstration\xa0planen.']","[0, 0, 0, 0]"
"['Socken-halter', 'gibt', 'es', 'für', 'Frauen.']","[0, 0, 0, 0, 0]"
"['Und', 'es', 'gibt', 'sie', 'für', 'Männer.']","[0, 0, 0, 0, 0, 0]"
"['Ein', 'Socken-halter', 'ist', 'eine', 'Hilfe.']","[0, 0, 0, 0, 0]"
"['Socken-halter', 'helfen', 'gegen', 'Hinunter-rutschen', 'von', 'Socken.']","[1, 1, 1, 1, 2, 2]"
"['Sie', 'sind', 'meistens', 'aus', 'Gummi.']","[0, 0, 0, 0, 0]"
"['Zu', 'den', 'Socken-halter', 'gehören', 'auch', 'Strapse.']","[0, 0, 0, 0, 0, 0]"
"['An', 'einem', 'Sockenhalter', 'kann', 'man', 'Strumpf', 'fest-machen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Ein', 'Socken-halter', 'ist', 'dafür', 'da,', '\\newline', 'damit', 'die', 'Socken', 'nicht', 'runter-rutschen.']","[0, 1, 1, 1, 1, 0, 2, 0, 2, 2, 2]"
"['Ein', 'Socken-paar', 'besteht', 'aus', '2', 'Socken.']","[0, 0, 0, 0, 0, 0]"
"['Nach', 'dem', 'Waschen', 'ist', 'es', 'schwierig', 'die', '2', 'Socken', 'zu', 'finden.']","[1, 0, 1, 2, 2, 2, 0, 3, 3, 3, 3]"
"['Und', 'die', '2', 'Socken', 'zusammen', 'zu', 'machen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Mit', 'einer', 'Socken-klammer', 'ist', 'es', 'leichter.']","[0, 0, 0, 0, 0, 0]"
"['Die', 'Socken-klammer', 'hält', '2', 'Socken', 'zusammen.']","[0, 0, 0, 0, 0, 0]"
"['Oder', 'die', 'Socken', 'zusammen', 'in', 'den', 'Trockner', 'machen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Ohne', 'die', '2', 'passenden', 'Socken', 'zu', 'suchen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Socken-klammern', 'sind', 'meistens', 'aus', 'Kunst-stoff.']","[0, 0, 0, 0, 0]"
"['Eine', 'Sockenklammer', 'ist', 'ein', 'Hilfs-mittel.']","[0, 0, 0, 0, 0]"
"['Man', 'kann', 'damit', 'Socken', 'leichter', 'sortieren.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'nach', 'dem', 'Waschen', 'finden', 'man', 'leichter', 'beide', 'Socken.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Eine', 'Socken-klammer', 'hält', '2', 'Socken', 'zusammen.']","[0, 0, 0, 0, 0, 0]"
"['Und', 'sie', 'hilft', 'das', 'man', 'Socken', 'schnell', 'zusammen', 'hat.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Arzt', 'hat', 'ein', 'langes', 'Fremdwort', '\\newline', 'für', 'Sodbrennen:', 'Reflux-ösophag-itis.']","[0, 1, 1, 0, 1, 2, 0, 2, 2, 3]"
"['Was', 'heißt', 'das?']","[0, 0, 0]"
"['Reflux', 'heißt,', 'es', 'fließt', 'etwas', 'zurück.']","[0, 0, 0, 0, 0, 0]"
"['Ösophagus', 'ist', 'die', 'Speise-Röhre', 'im', 'Hals.']","[0, 0, 0, 1, 2, 2]"
"['Itis', 'heißt', 'Entzündung.']","[0, 0, 0]"
"['Jeder', 'Mensch', 'hat', 'Säure', 'im', 'Magen.']","[0, 0, 0, 0, 0, 0]"
"['Damit', 'macht', 'der', 'Magen', 'das', 'Essen', 'klein,', '\\newline', 'damit', 'der', 'Darm', 'es', 'besser', 'verdauen', 'kann.']","[1, 1, 0, 1, 0, 1, 1, 0, 2, 0, 2, 2, 2, 2, 2]"
"['Die', 'Salzsäure', 'soll', 'im', 'Magen', 'bleiben,', '\\newline', 'denn', 'nur', 'der', 'Magen', 'hält', 'das', 'aus.']","[0, 1, 1, 1, 1, 1, 0, 2, 2, 0, 2, 2, 2, 2]"
"['Aber', 'manchmal', 'kommt', 'die', 'Säure', 'doch', 'raus.']","[0, 0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel', 'Weil', 'man', 'zuviel', 'gegessen', 'hat,', '\\newline', 'oder', 'zuviel', 'getrunken,', '\\newline', 'oder', 'zuviel', 'geraucht.']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 2, 0, 0, 3, 3]"
"['Manchmal', 'aber', 'auch,', 'weil', 'man', 'krank', 'ist.']","[0, 0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel', 'wenn', 'der', 'Magen', 'zuviel', 'Säure', 'macht,', '\\newline', 'oder', 'wenn', 'das', 'Herz', 'krank', 'ist.']","[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 2, 0, 2, 2, 2]"
"['Der', 'Arzt', 'überlegt', 'dann,', '', '\\newline', 'warum', 'man', 'Sodbrennen', 'hat,', '\\newline', 'und', 'wird', 'eine', 'Medizin', 'verschreiben', '(Rezept).']","[0, 1, 1, 1, 0, 0, 2, 2, 2, 2, 0, 0, 3, 0, 3, 3, 4]"
"['Sodbrennen', 'ist,', 'wenn', 'Magensäure', 'die', 'Speise-Röhre', 'hoch', 'kommt.']","[1, 1, 2, 2, 0, 2, 3, 2]"
"['Das', 'macht', 'meistens', 'Schmerzen.']","[0, 0, 0, 0]"
"['Software', '', 'macht', 'verschiedene', 'Sachen', 'auf', 'einem', 'Gerät.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Software', 'sagt', 'dem', 'Gerät', 'was', 'es', 'machen', 'muss.']","[1, 1, 0, 1, 2, 2, 2, 2]"
"['Zum', 'Beispiel', 'ein', 'Bild', 'speichern', 'oder', 'etwas', 'ausrechnen.']","[0, 0, 0, 1, 1, 0, 2, 2]"
"['Eine', 'Solander-Box', 'ist', 'aus', 'Holz', 'oder', 'Pappe.']","[0, 0, 0, 0, 1, 2, 0]"
"['Sie', 'wird', 'oft', 'in', 'Büchereien', 'oder', 'Museen', 'benutzt.']","[0, 0, 0, 0, 1, 0, 2, 0]"
"['Mit', 'einer', 'Solander-Box', 'werden', 'Sachen', 'sortiert', 'und', 'auf-bewahrt.']","[0, 0, 0, 0, 0, 1, 0, 2]"
"['Damit', 'man', 'sie', 'später', 'besser', 'findet.']","[0, 0, 0, 0, 0, 0]"
"['Erfunden', 'wurde', 'die', 'Solander-Box', 'von:', '•', 'Daniel', 'Solander']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Eine', 'Solander-Box', 'ist', 'eine', 'Schachtel.']","[0, 0, 0, 0, 0]"
"['Ein', 'Soldat,', 'der', 'immer', 'bei', 'der', 'Armee', 'bleiben', 'will', 'ist', 'ein', 'Berufssoldat.']","[0, 1, 2, 2, 2, 0, 2, 2, 2, 1, 0, 1]"
"['Ein', 'Soldat', 'auf', 'Zeit', 'ist', 'ein', 'Soldat,', '\\newline', 'der', 'für', 'eine', 'bestimmte', 'Zeit', 'bei', 'der', 'Armee', 'bleiben', 'will.']","[0, 1, 1, 1, 1, 0, 1, 0, 2, 3, 0, 3, 3, 2, 0, 2, 2, 2]"
"['Ein', 'Soldat', 'kann', 'ein', 'Mann', 'oder', 'eine', 'Frau', 'sein.']","[0, 0, 0, 0, 1, 0, 0, 2, 0]"
"['Frauen', 'werden', 'Soldatin', 'genannt.']","[0, 0, 0, 0]"
"['Soldaten', 'beschützen', 'die', 'Menschen', 'in', 'ihrem', 'Land.']","[1, 1, 0, 1, 2, 2, 2]"
"['Soldaten', 'dürfen', 'Waffen', 'benutzen.']","[0, 0, 0, 0]"
"['Deutsche', 'Soldaten', 'müssen', 'auch', 'im', 'Ausland', 'kämpfen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Ein', 'Soldat', 'ist', 'eine', 'Person.']","[0, 0, 0, 0, 0]"
"['Ein', 'Soldat', 'arbeitet', 'für', 'eine', 'Armee,', '', '\\newline', 'oder', 'für', 'das', 'Militär']","[0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 2]"
"['Der', 'Chef', 'von', 'einer', 'Söldner-gruppe', 'ist', 'der', 'Söldner-führer.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Söldner', 'kämpfen', 'für', 'fremde', 'Länder.']","[0, 0, 0, 0, 0]"
"['Sie', 'kämpfen', 'für', 'Geld.']","[0, 0, 0, 0]"
"['Geld', 'ist', 'sehr', 'wichtig', 'für', 'Söldner.']","[0, 0, 0, 0, 0, 0]"
"['Sie', 'arbeiten', 'nicht', 'bei', 'einer', 'Streit-kraft.']","[0, 0, 0, 0, 0, 0]"
"['Sie', 'arbeiten', 'für', 'jeden,', 'der', 'sie', 'be-zahlt.']","[1, 1, 1, 1, 2, 2, 2]"
"['Söldner', 'sind', 'nicht', 'völkerrechtlich', 'geschützt.']","[1, 1, 1, 2, 1]"
"['Ein', 'Söldner', 'ist', 'ein', 'Soldat.']","[0, 0, 0, 0, 0]"
"['Söldner', 'kämpfen', 'in', 'einem', 'fremden', 'Land.']","[0, 0, 0, 0, 0, 0]"
"['Weil', 'sie', 'dafür', 'be-zahlt', 'werden.']","[0, 0, 0, 0, 0]"
"['Söldner', 'machen', 'es', 'wegen', 'dem', 'Geld.']","[0, 0, 0, 0, 0, 0]"
"['Diese', 'Flugzeuge', 'transportierten', 'Nahrung', 'und', 'Brenn-material.']","[0, 0, 0, 1, 0, 2]"
"['Man', 'kann', 'mit', 'einem', 'Fahr-stuhl', 'nach', 'oben', 'fahren.']","[0, 0, 1, 0, 1, 2, 2, 0]"
"['Alex', 'Honnold', 'ist', 'ein', 'bekannter', 'Free', 'Solo', 'Kletterer.']","[0, 0, 0, 0, 1, 2, 2, 2]"
"['Und', 'neue,', 'moderne', 'Wohn-blöcke', 'gebaut.']","[0, 1, 2, 0, 0]"
"['Die', 'Siegermächte', 'regierten', 'ab', 'sofort', 'in', 'ihrer', 'eigenen', 'Zone.']","[0, 0, 0, 1, 1, 2, 2, 2, 2]"
"['Sie', 'treffen', 'sich,', '', '\\newline', 'um', 'gemeinsam', 'kaputte', 'Dinge', 'zu', 'reparieren.']","[1, 1, 1, 0, 0, 0, 3, 2, 2, 2, 2]"
"['Manche', 'sagen:', '\\newline', 'Die', 'Elb-philharmonie', 'ist', 'ist', 'gut.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Im', 'Jahr', '1877', 'heiraten', 'Alexander', 'Graham', 'Bell', 'und', 'Mabel', 'Hubbard.']","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2]"
"['In', 'einem', 'Berg-werk', 'graben', 'Menschen', 'in', 'der', 'Erde.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Berliner', 'Fernsehturm', 'ist', 'ein', 'Wahrzeichen', 'der', 'Stadt.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Der', 'Abfall', 'kommt', 'in', 'Tonnen', 'oder', 'Säcke.']","[0, 0, 0, 0, 1, 0, 2]"
"['Die', 'Berlin-Blockade', 'war', 'vom', '23.', 'Juni', '1948', 'bis', 'zum', '12.', 'Mai', '1949.']","[0, 0, 0, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
"['Eine', 'Arsch-Bombe', 'ist', 'ein', 'Wasser-Sprung.']","[0, 0, 0, 0, 0]"
"['Der', 'Unter-hosen-zettel', 'ist', 'ein', 'Pflege-symbol.']","[0, 0, 0, 0, 0]"
"['Die', 'Tochter', 'kam', 'am', '17.5.2020', 'auf', 'die', 'Welt.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Ein', 'Beispiel', 'für', 'so', 'eine', 'Person', 'ist:', 'Homer', 'Simpson.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Drachenschlucht', 'ist', 'in', 'einem', 'Natur-schutz-gebiet.']","[0, 0, 0, 0, 0, 0]"
"['In', 'Deutschland', 'ist', 'die', 'größte', 'Japan-town', 'in', 'Düsseldorf.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Die', 'Reiter', 'können', 'zum', 'Beispiel', 'schlecht', 'sehen.']","[0, 0, 0, 0, 0, 0, 0]"
"['Er', 'hat', 'an', 'der', 'Ludwig-Maximilians-Universität', 'in', 'München', 'studiert.']","[0, 0, 1, 0, 1, 2, 2, 0]"
"['Ein', 'Schoko-kuss', 'ist', 'eine', 'Süßware.']","[0, 0, 0, 0, 0]"
"['Groot', 'ist', 'ein', 'Außerirdischer.']","[0, 0, 0, 0]"
"['Endal', 'war', 'bei', 'sehr', 'vielen', 'Hunde-wettbewerben', 'dabei.']","[0, 0, 0, 0, 0, 0, 0]"
"['Das', 'Ziel', 'der', 'Salamitaktik', 'kann', 'sein:', '•', 'jemanden', 'hin-halten']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Leider', 'bekomme', 'ich', 'keine', 'Katze,']","[0, 0, 0, 0, 0]"
"['Louis', 'Braille', 'wurde', 'am', '4.', 'Januar', '1809', 'geboren.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Das', 'war', 'in', 'Coupvray,', 'Frankreich.']","[0, 0, 0, 1, 2]"
"['Er', 'ist', 'am', '6.', 'Januar', '1852', 'gestorben.']","[0, 0, 0, 0, 0, 0, 0]"
"['Das', 'war', 'in', 'Paris,', 'Frankreich.']","[0, 0, 0, 1, 2]"
"['Als', 'Louis', 'Braille', '3', 'Jahre', 'alt', 'war,', '\\newline', 'hat', 'er', 'in', 'der', 'Werk-statt', 'von', 'seinem', 'Vater', 'gespielt.']","[1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 3, 0, 4, 4, 4, 4, 2]"
"['Er', 'hat', 'mit', 'einer', 'Ahle', 'gespielt.']","[2, 2, 1, 0, 1, 2]"
"['Mit', 'der', 'Ahle', 'hat', 'er', 'sich', 'ein', 'Auge', 'schwer', 'verletzt.']","[1, 0, 1, 2, 2, 2, 0, 3, 4, 2]"
"['Das', 'verletzte', 'Auge', 'hat', 'sich', 'entzündet.']","[0, 1, 2, 2, 2, 2]"
"['Und', 'dann', 'das', 'andere', 'Auge', 'angesteckt.']","[0, 0, 0, 0, 0, 0]"
"['Danach', 'war', 'Louis', 'Braille', 'blind.']","[0, 0, 0, 0, 0]"
"['Louis', 'Braille', 'ging', 'zur', 'ersten', 'Blinden-schule', 'der', 'Welt.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Das', 'war', 'die', 'Schule', 'von', 'Valentin', 'Haüy.']","[0, 0, 0, 0, 0, 0, 0]"
"['Valentin', 'Haüy', 'hat', 'verschiedene', 'Geräte', 'gebaut.']","[0, 0, 0, 0, 0, 0]"
"['Zum', 'Beispiel', 'ein', 'Gerät,', '\\newline', 'dass', 'Musik-noten', 'auf', 'Papier', 'prägen', 'konnte.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['So', 'konnte', 'man', 'die', 'Noten', 'mit', 'den', 'Fingern', 'fühlen.']","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Louis', 'Braille', 'fand', 'die', 'Idee', 'gut.']","[0, 0, 0, 0, 0, 0]"
"['Er', 'hat', 'in', 'der', 'Werkstatt', 'von', 'seinem', 'Vater', 'verschiedene', 'Sachen', 'ausprobiert.']","[1, 1, 2, 0, 2, 3, 3, 3, 1, 1, 1]"
"['Zum', 'Beispiel', 'Dreiecke,', 'Quadrate', 'und', 'Kreise', 'in', 'Leder', 'stanzen.']","[0, 0, 1, 2, 0, 3, 0, 0, 0]"
"['Als', 'Louis', 'Braille', '11', 'Jahr', 'alt', 'ist,', '\\newline', 'entdeckt', 'er', 'die', 'Nacht-schrift.']","[1, 1, 1, 1, 1, 1, 1, 0, 2, 2, 0, 2]"
"['Die', 'Nacht-schrift', 'hat', 'der', 'Hauptmann', 'Charles', 'Barbier', 'erfunden.']","[0, 0, 0, 0, 1, 2, 2, 0]"
"['Die', 'Nacht-schrift', 'ist', 'kompliziert.']","[0, 0, 0, 0]"
"['Louis', 'Braille', 'macht', 'die', 'Nacht-schrift', 'einfacher.']","[0, 0, 0, 0, 0, 0]"
"['Im', 'Jahr', '1825', 'ist', 'Louis', 'Braille', 'fertig', 'mit', 'der', 'Schrift.']","[1, 1, 1, 2, 2, 2, 2, 2, 0, 2]"
"['Er', 'hat', 'die', 'Blinden-schrift', 'erfunden.']","[0, 0, 0, 0, 0]"
"['Er', 'ist', 'jetzt', '16', 'Jahre', 'alt.']","[0, 0, 0, 0, 0, 0]"
"['Louis', 'Braille', 'war', 'ein', 'Erfinder.']","[0, 0, 0, 0, 0]"
"['Er', 'hat', 'die', 'Schrift', 'für', 'blinde', 'Menschen', 'erfunden.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Wegen', 'der', 'griechischen', 'Staats-schulden-krise', 'haben', 'viele', 'Menschen', 'demonstriert.']","[1, 0, 1, 1, 2, 2, 2, 2]"
"['Loukanikos', 'war', 'sehr', 'oft', 'dabei.']","[0, 0, 0, 0, 0]"
"['Dadurch', 'wurde', 'Loukanikos', 'sehr', 'bekannt.']","[0, 0, 0, 0, 0]"
"['Viele', 'Zeitungen', 'haben', 'über', 'den', 'Hund', 'berichtet.']","[0, 0, 0, 0, 0, 0, 0]"
"['Loukanikos', 'war', 'ein', 'Hund', 'der', 'auf', 'der', 'Straße', 'gelebt', 'hat.']","[1, 1, 0, 1, 0, 2, 0, 2, 2, 2]"
"['Im', 'Jahr', '2011', 'wurde', 'Loukanikos', 'zur', 'Person', 'of', 'the', 'Year', 'gewählt.']","[1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2]"
"['Im', 'Jahr', '2012', 'hat', 'ihn', 'eine', 'Familie', 'aufgenommen.']","[1, 1, 1, 2, 2, 0, 2, 2]"
"['Dort', 'hat', 'er', 'bis', 'zum', 'Jahr', '2014', 'gelebt.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Im', 'Oktober', '2014', 'ist', 'Loukanikos', 'gestorben.']","[0, 0, 0, 0, 0, 0]"
"['Viele', 'sagen', 'er', 'hat', 'sehr', 'viel', 'schlechte', 'Mittel', 'von', 'den', 'Polizisten', 'eingeatmet.']","[0, 0, 1, 1, 1, 1, 1, 0, 2, 0, 2, 1]"
"['Darum', 'wurde', 'er', 'sehr', 'krank.']","[0, 0, 0, 0, 0]"
"['Loukanikos', 'wurde', '10', 'Jahre', 'alt.']","[0, 0, 0, 0, 0]"
"['Er', 'ist', 'auf', 'einem', 'Berg', 'begraben', 'worden.']","[0, 0, 0, 0, 0, 0, 0]"
"['Loukanikos', 'war', 'ein', 'bekannter', 'Hund.']","[0, 0, 0, 0, 0]"
"['Er', 'war', 'dabei', 'als', 'Menschen', 'in', 'Griechenland', 'demonstriert', 'haben.']","[1, 1, 1, 1, 1, 2, 2, 1, 1]"
"['Löwen', 'haben', 'ein', 'Fell.']","[0, 0, 0, 0]"
"['Das', 'Fell', 'ist', 'gold-braun', 'oder', 'sand-farben.']","[0, 0, 0, 1, 0, 2]"
"['Ein', 'männlicher', 'Löwen', 'hat', 'eine', 'Mähne.']","[0, 0, 0, 0, 0, 0]"
"['Ein', 'Männchen', 'kann', 'bis', 'zu', '250', 'kg', 'wiegen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Löwen', 'leben', 'in', 'Rudeln.']","[0, 0, 0, 0]"
"['Ein', 'Rudel', 'ist', 'eine', 'Gruppe', 'Tiere', 'einer', 'Art.']","[0, 1, 1, 0, 1, 2, 0, 2]"
"['Löwen', 'essen', 'Fleisch.']","[0, 0, 0]"
"['Sie', 'jagen', 'andere', 'Tiere.']","[0, 0, 0, 0]"
"['Löwen', 'können', 'schnell', 'rennen.']","[0, 0, 0, 0]"
"['Löwen', 'sind', 'nachtaktiv.']","[0, 0, 0]"
"['Sie', 'schlafen', 'tagsüber.']","[0, 0, 0]"
"['Ein', 'Löwe', 'ist', 'ein', 'Tier.']","[0, 0, 0, 0, 0]"
"['Genauer:', 'Der', 'Löwe', 'ist', 'ein', 'Säuge-tier.']","[0, 0, 0, 0, 0, 0]"
"['Er', 'gehört', 'zu', 'den', 'Groß-katzen.']","[0, 0, 0, 0, 0]"
"['Der', 'Löwe', 'gehört', 'zu', 'der', 'Familie', 'der', 'Katzen.']","[0, 0, 0, 0, 0, 0, 0, 0]"
"['Löwen', 'leben', 'in', 'Afrika.']","[0, 0, 0, 0]"
"['Und', 'LSD', 'macht', 'nicht', 'süchtig.']","[0, 0, 0, 0, 0]"
"['Viele', 'von', 'ihnen', 'überprüfen', 'ihre', 'Glaubens-systeme.']","[0, 0, 0, 0, 0, 0]"
"['Im', 'Jahr', '1971.', '\\newline', 'Die', 'Vereinten', 'Nationen', 'verbieten', 'LSD.']","[1, 1, 1, 0, 0, 2, 2, 2, 2]"
"['Lyserg-säure-diethylamid', 'ist', 'ein', 'künstlicher', 'Wirk-stoff.']","[0, 0, 0, 0, 0]"
"['In', 'natürlicher', 'Form', 'kommt', 'LSD', 'im', 'Mutterkorn-alkaloiden', 'vor.']","[1, 1, 1, 2, 2, 2, 2, 2]"
"['Der', 'LSD', 'Wirk-stoff', 'löst', 'Halluzinationen', 'aus.']","[0, 0, 0, 0, 0, 0]"
"['LSD', 'gilt', 'als', 'Droge.']","[0, 0, 0, 0]"
"['Und', 'ist', 'durch', 'das', 'Betäubungs-mittel-gesetz', 'verboten.']","[0, 1, 2, 0, 2, 1]"
"['Menschen', 'die', 'an', 'Luddismus', 'glauben,', '', '\\newline', 'nennt', 'man', 'Ludditen.']","[1, 2, 2, 2, 2, 0, 0, 1, 1, 1]"
"['Eine', 'einzelene', 'Person', 'nennt', 'man', 'Luddist.']","[0, 0, 0, 0, 0, 0]"
"['Ein', 'Luddit', 'möchte', 'lieber', 'ohne', 'viel', 'Technik', 'leben.']","[0, 0, 0, 0, 0, 0, 0, 0]"
